upstream_path,upstream_git_blob,imported_git_blob,import_status
gui/objects/RenderContext.cpp,281d0e3813feb6621514de6c300e04198be08d1f,,not-imported
gui/objects/RenderContext.h,f30bb9885a05623dab2f44591d3524dc9d49bf0a,,not-imported
gui/objects/SvgContext.h,d4634855acfc738465fedcdc84546d5c8007a736,,not-imported
gui/objects/Texture.h,c68a5f95633c1e9ca83465d3646ef4d493791cec,,not-imported
gui/renderers/Brdf.h,b39c8499cf3c1d5506c182fdb3d275ff407a545b,,not-imported
gui/renderers/ContourRenderer.cpp,75309ef7844be09de43352089ff703f29db8cde2,,not-imported
gui/renderers/ContourRenderer.h,188858c326fdb720cd31014d4598466b06da319f,,not-imported
gui/renderers/FrameBuffer.h,01d55de52211a37c038be5ed50a9e73c2f4444d9,,not-imported
gui/renderers/IRenderer.cpp,bbb986dafce618213a6922b153213756fccc73e2,,not-imported
gui/renderers/IRenderer.h,4c47ec6c11a860e108c33eec407a543192a0f199,,not-imported
gui/renderers/Lensing.h,b5e44b17a892f4c663d7e19177f4855bf26dad21,,not-imported
gui/renderers/MeshRenderer.cpp,28a434fd4c630b82671085188a7c41a2c0ee4747,,not-imported
gui/renderers/MeshRenderer.h,c368658bc418d76f6d09ae11bd4118a79ecf761c,,not-imported
gui/renderers/ParticleRenderer.cpp,48a51030eccdcce54495b94046e2287ff457e305,,not-imported
gui/renderers/ParticleRenderer.h,a7817469a155dca325a0984a1cae885e5544005e,,not-imported
gui/renderers/RayMarcher.cpp,0a6a6d62d20c5ab11c5d40a043ec87fb43a0de79,,not-imported
gui/renderers/RayMarcher.h,8c584126ee0a238f761aab3b96491a6ecb8df65a,,not-imported
gui/renderers/Spectrum.cpp,88b44379fb2ceccaf6b6b9e0117fbdc6b1950476,,not-imported
gui/renderers/Spectrum.h,85508acf0096121babc3efc9c6ec56d6b0efe98d,,not-imported
gui/renderers/VolumeRenderer.cpp,9f8763b4335b9644a32287c94fb794084aa4bb94,,not-imported
gui/renderers/VolumeRenderer.h,7e07e0b1d343135ab12c32978520422b4fb92834,,not-imported
gui/sandboxGui/SandboxGui.cpp,8d75b57bcb9fdfc0ff301e7017a2744e9452962c,,not-imported
gui/sandboxGui/sandboxGui.pro,6a7645a505f8797fe6eec985920e29f4c6e03f94,,not-imported
gui/sharedGui.pro,8ccf662241bc518eccaabc690ada7ff4e5a16d9f,,not-imported
gui/ssftopng/SsfToPng.cpp,7ed032f6970dea2cdf30dda8cbbeda9388b3474d,,not-imported
gui/ssftopng/SsfToPng.h,7c25acc6f34463c40fbc535a5bb0ec4c2c5145f4,,not-imported
gui/ssftopng/ssftopng.pro,4447394a02a9e59b456f9983012c5f93b54b169c,,not-imported
gui/windows/BatchDialog.cpp,2e7366e54ea1ec855a465a9364906f09e43ebf20,,not-imported
gui/windows/BatchDialog.h,9425c5129970c9e1728a98e84612b4957ee0b05e,,not-imported
gui/windows/CurveDialog.cpp,7fffdc9774c1eee5462537c17ac795135071d154,,not-imported
gui/windows/CurveDialog.h,f7144c6924ebfc94d0c725f34f40c5d0db0b8a66,,not-imported
gui/windows/GridPage.cpp,d0c34b3b010f904b8b18396d24db08075792d263,,not-imported
gui/windows/GridPage.h,fb15ad313e09e84c4e1d40abce91eca9cf23a07d,,not-imported
gui/windows/GuiSettingsDialog.cpp,ca60f7896afa30c13d0b99dcd5407e202dac174e,,not-imported
gui/windows/GuiSettingsDialog.h,4323ccdee872ccd539346831688de265a52ad4b6,,not-imported
